organization_name,participants_COP28,participants_COP29,participants_total,is_insurance,website_url,search_method,content_source,processing_status,error_message,processed_at
Germanwatch,17,14,31,False,https://en.wikipedia.org/wiki/Germanwatch,wikipedia,wikipedia,completed,,2025-07-30T12:22:59.936281
Inter-American Development Bank,27,4,31,False,https://en.wikipedia.org/wiki/Inter-American_Development_Bank,wikipedia,wikipedia,completed,,2025-07-30T12:23:02.560889
Ministry of Industry and Advanced Technology,31,0,31,False,https://en.wikipedia.org/wiki/Ministry_of_Industry_and_Advanced_Technology_(United_Arab_Emirates),wikipedia,wikipedia,completed,,2025-07-30T12:23:04.054557
Monash University,26,5,31,False,https://en.wikipedia.org/wiki/Monash_University,wikipedia,wikipedia,completed,,2025-07-30T12:23:06.819937
Roland Berger,27,4,31,False,https://en.wikipedia.org/wiki/Roland_Berger_(company),wikipedia,wikipedia,completed,,2025-07-30T12:23:08.396765
ACWA Power,6,25,31,False,https://en.wikipedia.org/wiki/ACWA_Power,wikipedia,wikipedia,completed,,2025-07-30T12:23:10.447646
Massachusetts Institute of Technology,28,3,31,False,https://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology,wikipedia,wikipedia,completed,,2025-07-30T12:23:12.528084
societe civile,19,12,31,False,https://www.societecivile.org/definitions/,bing,website,completed,,2025-07-30T12:23:16.515585
"Ministry of Economy, Trade and Industry",18,12,30,False,"https://en.wikipedia.org/wiki/Ministry_of_Economy,_Trade_and_Industry",wikipedia,wikipedia,completed,,2025-07-30T12:23:18.057761
Solutions for Our Climate,21,9,30,False,https://en.wikipedia.org/wiki/Climate_Solutions_Caucus,wikipedia,wikipedia,completed,,2025-07-30T12:23:20.086320
ONG,27,3,30,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Ong,2025-07-30T12:23:21.177434
HSBC,29,1,30,False,https://en.wikipedia.org/wiki/HSBC,wikipedia,wikipedia,completed,,2025-07-30T12:23:22.917714
Stanford University,25,5,30,False,https://en.wikipedia.org/wiki/Stanford_University,wikipedia,wikipedia,completed,,2025-07-30T12:23:26.759132
Vegan Policy Platform,7,23,30,False,https://www.veganpolicycc.com/,bing,website,completed,,2025-07-30T12:23:39.529005
IGAD,14,16,30,False,https://igad.int/,bing,website,completed,,2025-07-30T12:23:45.112534
Ministry of Agriculture of the Republic of Azerbaijan,0,30,30,False,https://en.wikipedia.org/wiki/Ministry_of_Agriculture_(Azerbaijan),wikipedia,wikipedia,completed,,2025-07-30T12:23:46.996836
Export and Investment Promotion Agency of the Republic of Azerbaijan - AZPROMO,0,30,30,False,https://azpromo.az/en,bing,website,completed,,2025-07-30T12:23:58.235217
United Nations Secretariat,24,6,30,False,https://en.wikipedia.org/wiki/United_Nations_Secretariat,wikipedia,wikipedia,completed,,2025-07-30T12:24:00.272013
riyadh,30,0,30,False,https://en.wikipedia.org/wiki/Riyadh,wikipedia,wikipedia,completed,,2025-07-30T12:24:00.274279
Georgetown University,24,6,30,False,https://en.wikipedia.org/wiki/Georgetown_University,wikipedia,wikipedia,completed,,2025-07-30T12:24:03.669612
No10,0,29,29,False,https://www.no10.pl/,bing,website,completed,,2025-07-30T12:24:08.410214
UNESCAP,15,14,29,False,https://en.wikipedia.org/wiki/United_Nations_Economic_and_Social_Commission_for_Asia_and_the_Pacific,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:11.167704
UNOPS,3,26,29,False,https://en.wikipedia.org/wiki/United_Nations_Office_for_Project_Services,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:14.107873
Northwestern University,14,15,29,False,https://en.wikipedia.org/wiki/Northwestern_University,wikipedia,wikipedia,completed,,2025-07-30T12:24:17.465253
Ministry of Planning and Economic Development,29,0,29,False,"https://en.wikipedia.org/wiki/Ministry_of_Finance,_Planning_and_Economic_Development_(Uganda)",wikipedia,wikipedia,completed,,2025-07-30T12:24:19.603015
Secretariat of the United Nations Convention to Combat Desertification,27,2,29,False,https://en.wikipedia.org/wiki/United_Nations_Convention_to_Combat_Desertification,wikipedia,wikipedia,completed,,2025-07-30T12:24:21.012643
Japan Bank for International Cooperation,20,9,29,False,https://en.wikipedia.org/wiki/Japan_Bank_for_International_Cooperation,wikipedia,wikipedia,completed,,2025-07-30T12:24:22.909524
Fundación Privada Empresa y Clima,21,8,29,False,https://empresaclima.org/,bing,website,completed,,2025-07-30T12:24:31.469297
Universities Climate Network,29,0,29,False,https://en.wikipedia.org/wiki/Climate_Heritage_Network,wikipedia,wikipedia,completed,,2025-07-30T12:24:33.487031
Ministry of Energy of the Republic of Azerbaijan,0,29,29,False,https://en.wikipedia.org/wiki/Ministry_of_Energy_(Azerbaijan),wikipedia,wikipedia,completed,,2025-07-30T12:24:35.686333
State Tourism Agency,0,29,29,False,https://en.wikipedia.org/wiki/Japan_Tourism_Agency,wikipedia,wikipedia,completed,,2025-07-30T12:24:38.203182
Congress - Senate Congressional Delegation (Cardin),29,0,29,False,https://en.wikipedia.org/wiki/Ben_Cardin,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:42.119890
Protocol Committee,29,0,29,False,https://en.wikipedia.org/wiki/List_of_IP_protocol_numbers,wikipedia,wikipedia,completed,,2025-07-30T12:24:43.667938
BMWK,27,2,29,False,https://en.wikipedia.org/wiki/Federal_Ministry_for_Economic_Affairs_and_Energy,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:47.264835
Instituto Interamericano de Cooperación para la Agricultura,16,12,28,False,https://en.wikipedia.org/wiki/Rambutan,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:49.572854
Heydar Aliyev Foundation,0,28,28,False,https://en.wikipedia.org/wiki/Heydar_Aliyev_Foundation,wikipedia,wikipedia,completed,,2025-07-30T12:24:51.235201
Emirates NBD,28,0,28,True,https://en.wikipedia.org/wiki/Emirates_NBD,wikipedia,wikipedia,completed,,2025-07-30T12:24:52.803248
e&,28,0,28,False,https://en.wikipedia.org/wiki/Etisalat,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:24:56.041122
PT Astra International Tbk,13,15,28,False,https://en.wikipedia.org/wiki/Astra_International,wikipedia,wikipedia,completed,,2025-07-30T12:24:58.123049
Engajamundo Youth Association,15,13,28,,,,,failed,Não foi possível encontrar website para Engajamundo Youth Association,2025-07-30T12:24:58.921245
United Nations Office for Disaster Risk Reduction,19,9,28,False,https://en.wikipedia.org/wiki/Disaster_risk_reduction,wikipedia,wikipedia,completed,,2025-07-30T12:25:01.157939
United Nations Population Fund,4,24,28,False,https://en.wikipedia.org/wiki/United_Nations_Population_Fund,wikipedia,wikipedia,completed,,2025-07-30T12:25:03.186142
The Volunteer Team Foundation for Humanitarian Action,5,23,28,False,https://en.wikipedia.org/wiki/Attacks_on_humanitarian_workers,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:06.588359
State Migration Service of the Republic of Azerbaijan,0,28,28,False,https://en.wikipedia.org/wiki/State_Migration_Service_(Azerbaijan),wikipedia,wikipedia,completed,,2025-07-30T12:25:09.166636
Congress - House Congressional Delegation (McMorris Rodgers),28,0,28,False,https://en.wikipedia.org/wiki/Cathy_McMorris_Rodgers,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:11.851081
The Private Office,28,0,28,False,https://en.wikipedia.org/wiki/Private_secretary,wikipedia,wikipedia,completed,,2025-07-30T12:25:13.385091
OPEC Fund for International Development,13,14,27,False,https://en.wikipedia.org/wiki/OPEC_Fund_for_International_Development,wikipedia,wikipedia,completed,,2025-07-30T12:25:14.858877
"United Nations Educational, Scientific and Cultural Organization",16,11,27,False,https://en.wikipedia.org/wiki/UNESCO,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:18.164344
World Trade Organization,14,13,27,False,https://en.wikipedia.org/wiki/World_Trade_Organization,wikipedia,wikipedia,completed,,2025-07-30T12:25:20.614279
Amazon,23,4,27,False,https://en.wikipedia.org/wiki/Amazon_(company),wikipedia,wikipedia,completed,,2025-07-30T12:25:22.707565
Washington University,14,13,27,False,https://en.wikipedia.org/wiki/University_of_Washington,wikipedia,wikipedia,completed,,2025-07-30T12:25:25.116454
Ministry of Climate Change & Enivironment,25,2,27,,,,,failed,Não foi possível encontrar website para Ministry of Climate Change & Enivironment,2025-07-30T12:25:25.963780
European Space Agency,24,3,27,False,https://en.wikipedia.org/wiki/European_Space_Agency,wikipedia,wikipedia,completed,,2025-07-30T12:25:29.284120
PwC,11,16,27,False,https://en.wikipedia.org/wiki/PwC,wikipedia,wikipedia,completed,,2025-07-30T12:25:30.787652
Bloomberg,22,5,27,False,https://en.wikipedia.org/wiki/Michael_Bloomberg,wikipedia,wikipedia,completed,,2025-07-30T12:25:33.927765
International Water Management Institute,18,9,27,False,https://en.wikipedia.org/wiki/International_Water_Management_Institute,wikipedia,wikipedia,completed,,2025-07-30T12:25:35.676636
SKALA,27,0,27,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Skala,2025-07-30T12:25:36.559616
Viracao Educommunication,13,14,27,,,,,failed,Não foi possível encontrar website para Viracao Educommunication,2025-07-30T12:25:37.340095
United Nations Office on Drugs and Crime,20,7,27,False,https://en.wikipedia.org/wiki/United_Nations_Office_on_Drugs_and_Crime,wikipedia,wikipedia,completed,,2025-07-30T12:25:39.197806
World Meteorological Organization,0,26,26,False,https://en.wikipedia.org/wiki/World_Meteorological_Organization,wikipedia,wikipedia,completed,,2025-07-30T12:25:40.833136
Children's Investment Fund Foundation,21,5,26,False,https://en.wikipedia.org/wiki/The_Children's_Investment_Fund_Foundation,wikipedia,wikipedia,completed,,2025-07-30T12:25:43.143986
Ohio State University,16,10,26,False,https://en.wikipedia.org/wiki/Ohio_State_University,wikipedia,wikipedia,completed,,2025-07-30T12:25:46.267995
NBI,13,13,26,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/NBI,2025-07-30T12:25:46.985113
PASUMAI THAAYAGAM Foundation,24,2,26,False,https://en.wikipedia.org/wiki/Pasumai_Thaayagam,wikipedia,wikipedia,completed,,2025-07-30T12:25:48.499850
Green Economics Institute,19,7,26,False,https://en.wikipedia.org/wiki/Green_economy,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:50.258710
International Energy Agency,16,10,26,False,https://en.wikipedia.org/wiki/International_Energy_Agency,wikipedia,wikipedia,completed,,2025-07-30T12:25:51.845234
UNCCD,26,0,26,False,https://en.wikipedia.org/wiki/United_Nations_Convention_to_Combat_Desertification,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:53.430356
EU Delegation Azerbaijan,0,26,26,False,https://en.wikipedia.org/wiki/Azerbaijan–European_Union_relations,wikipedia,wikipedia,completed,,2025-07-30T12:25:55.652233
SOFAZ,0,26,26,False,https://en.wikipedia.org/wiki/State_Oil_Fund_of_Azerbaijan,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:25:58.148216
EkoSfera Social-Ecology Center,0,26,26,,,,,failed,Não foi possível encontrar website para EkoSfera Social-Ecology Center,2025-07-30T12:25:58.876612
WOMENVAI,22,4,26,False,https://en.wikipedia.org/wiki/List_of_organizations_with_consultative_status_to_the_United_Nations_Economic_and_Social_Council,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:01.350372
“Azerbaijan Standardization Institute” PLE,0,26,26,,,,,failed,Não foi possível encontrar website para “Azerbaijan Standardization Institute” PLE,2025-07-30T12:26:02.076176
Congress - Senate Staff Delegation,26,0,26,False,https://en.wikipedia.org/wiki/List_of_current_United_States_senators,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:05.152919
Ministry of Ecology and Natural Resources of Azerbaijan,0,26,26,False,https://en.wikipedia.org/wiki/Ministry_of_Ecology_and_Natural_Resources_(Azerbaijan),wikipedia,wikipedia,completed,,2025-07-30T12:26:06.944914
Oil Change International,14,12,26,False,https://oilprice.com/,bing,website,completed,,2025-07-30T12:26:12.848566
Student,6,19,25,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Student,2025-07-30T12:26:14.094555
Stockholm Environment Institute,12,13,25,False,https://en.wikipedia.org/wiki/Stockholm_Environment_Institute,wikipedia,wikipedia,completed,,2025-07-30T12:26:16.076931
Jospong Group of Companies,25,0,25,True,https://en.wikipedia.org/wiki/Jospong_Group,wikipedia,wikipedia,completed,,2025-07-30T12:26:17.369289
NDMA,6,19,25,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/NDMA,2025-07-30T12:26:18.061615
International Telecommunication Union,25,0,25,False,https://en.wikipedia.org/wiki/International_Telecommunication_Union,wikipedia,wikipedia,completed,,2025-07-30T12:26:21.179647
Regional Development Public Union,0,25,25,False,https://en.wikipedia.org/wiki/European_Regional_Development_Fund,wikipedia,wikipedia,completed,,2025-07-30T12:26:23.924075
Executive Office of the President,25,0,25,False,https://en.wikipedia.org/wiki/Executive_Office_of_the_President_of_the_United_States,wikipedia,wikipedia,completed,,2025-07-30T12:26:25.654106
University of Michigan,18,7,25,False,https://en.wikipedia.org/wiki/University_of_Michigan,wikipedia,wikipedia,completed,,2025-07-30T12:26:28.258506
Agence Française de Développement,16,9,25,False,https://en.wikipedia.org/wiki/French_Development_Agency,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:31.108545
Mercy Corps,11,14,25,False,https://en.wikipedia.org/wiki/Mercy_Corps,wikipedia,wikipedia,completed,,2025-07-30T12:26:33.076479
Indiana University,21,4,25,False,https://en.wikipedia.org/wiki/Indiana_University,wikipedia,wikipedia,completed,,2025-07-30T12:26:35.335665
Sustainable Energy for All,22,3,25,False,https://en.wikipedia.org/wiki/Sustainable_Energy_for_All,wikipedia,wikipedia,completed,,2025-07-30T12:26:37.144508
World Organization of the Scout Movement,17,8,25,False,https://en.wikipedia.org/wiki/World_Organization_of_the_Scout_Movement,wikipedia,wikipedia,completed,,2025-07-30T12:26:40.117192
Ministry of National Development Planning,18,7,25,False,https://en.wikipedia.org/wiki/Ministry_of_National_Development_Planning,wikipedia,wikipedia,completed,,2025-07-30T12:26:42.433177
Pan African Climate Justice Alliance,15,10,25,False,https://en.wikipedia.org/wiki/Pan_African_Climate_Justice_Alliance,wikipedia,wikipedia,completed,,2025-07-30T12:26:43.934678
We Mean Business Coalition,9,16,25,False,https://en.wikipedia.org/wiki/Science_Based_Targets_initiative,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:45.749737
SOAS University of London,20,5,25,False,https://en.wikipedia.org/wiki/SOAS_University_of_London,wikipedia,wikipedia,completed,,2025-07-30T12:26:48.535087
"Foreign, Commonwealth and Development Office",0,25,25,False,"https://en.wikipedia.org/wiki/Foreign,_Commonwealth_and_Development_Office",wikipedia,wikipedia,completed,,2025-07-30T12:26:51.294486
Global Green Growth Institute,12,12,24,False,https://en.wikipedia.org/wiki/Global_Green_Growth_Institute,wikipedia,wikipedia,completed,,2025-07-30T12:26:52.670389
Prosecutor General's Office,0,24,24,False,https://en.wikipedia.org/wiki/Prosecutor_General_of_Ukraine,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:55.015836
Green Bank,24,0,24,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Green_Bank,2025-07-30T12:26:55.672657
ICRAF,19,5,24,False,https://en.wikipedia.org/wiki/World_Agroforestry_Centre,wikipedia_fallback,wikipedia,completed,,2025-07-30T12:26:57.372352
Global Methane Hub,9,15,24,False,https://www.globalempregos.com.br/,bing,website,completed,,2025-07-30T12:26:59.993774
University of Connecticut,0,24,24,False,https://en.wikipedia.org/wiki/University_of_Connecticut,wikipedia,wikipedia,completed,,2025-07-30T12:27:03.042219
Children's choir,0,24,24,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Choir,2025-07-30T12:27:04.265984
LONGi,24,0,24,False,https://en.wikipedia.org/wiki/LONGi,wikipedia,wikipedia,completed,,2025-07-30T12:27:05.692722
VO Europe,18,6,24,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Vo',2025-07-30T12:27:07.108073
British Council,19,5,24,False,https://en.wikipedia.org/wiki/British_Council,wikipedia,wikipedia,completed,,2025-07-30T12:27:08.813861
International Cryosphere Climate Initiative,8,16,24,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Climate_change,2025-07-30T12:27:10.463698
Ministry of Culture,3,21,24,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Ministry_of_Culture,2025-07-30T12:27:11.483220
Eco-Agents,12,12,24,False,https://en.wikipedia.org/wiki/Eco-Agents,wikipedia,wikipedia,completed,,2025-07-30T12:27:13.825169
Michigan Technological University,20,4,24,False,https://en.wikipedia.org/wiki/Michigan_Technological_University,wikipedia,wikipedia,completed,,2025-07-30T12:27:16.535006
Emory University,14,10,24,False,https://en.wikipedia.org/wiki/Emory_University,wikipedia,wikipedia,completed,,2025-07-30T12:27:18.951104
Ministry of Cabinet Affairs,24,0,24,False,https://en.wikipedia.org/wiki/Ministry_of_Cabinet_Affairs_(South_Sudan),wikipedia,wikipedia,completed,,2025-07-30T12:27:20.346230
